href,name
//item.jd.com/5001175.html,1600万美颜自拍，2倍变焦双摄，四轴光学防抖， 超轻四曲面，金属边框！小米8周年，618狂欢！
//item.jd.com/6784500.html,Apple产品年中狂欢月，好物尽享，美在智慧。更多精彩速来 >>
//item.jd.com/7621133.html,后置双摄+全面屏+八核处理器=魅蓝6T 3+32G低至799！京东独家首发！618年中大促！魅族优惠信息戳这里！
//item.jd.com/4914531.html,5.0英寸高清屏，大光圈柔光自拍！荣耀爆品特惠，选品质，购荣耀~
//item.jd.com/10629202176.html,【自营时效发票同行 365天质量问题可换新】诺基亚老人手机 新版诺基亚4g老人机点击查看
//item.jd.com/21676582422.html,【加25元换原装耳机】18:9全面屏，4000mAh大电池，骁龙八核处理器！红米note5
//item.jd.com/28229859178.html,蜥蜴皮材质特色手机 【返场最后48小时 立省12000元】再送3898元礼包、秒杀进行中~
//item.jd.com/26188176454.html,99元大礼限量赠送！骁龙660/安卓8.1/人脸识别/5.99英寸全面屏 荣耀9i
//item.jd.com/3979765.html,【返场继续疯抢！】R15 4+128G版直降200，到手仅需2499，仅限19-20日；多款爆品直降，快来抢购！点击更多
//item.jd.com/19265789676.html,高配尊享下单赠移动电源+蓝牙耳机+自拍杆+壳膜   新品荣耀play
//item.jd.com/4403047.html,T9新品下单送尊享礼盒
//item.jd.com/5204048.html,【618手机大促】好评数4W+ 紧急求救，强光手电，3600mAh大电池超长待机，充电宝功能 猛戳进入老人机会场 >>
//item.jd.com/27106415078.html,"全新原封,正品国行,仅加79元得无线充电板,iPhone 8P热销"
//item.jd.com/6957976.html,【白条3期免息，京券立减20，购机送运动臂带】5.99英寸大屏，千元全面屏推荐！面部解锁！AI智慧拍照！618更多精彩>>>
//item.jd.com/7154358.html,5.99英寸大屏，指纹面部双解锁！前置1600万AI美颜自拍！Jovi人工智能助理！更多精彩>>>
//item.jd.com/11481305161.html,4000毫安电池 充电宝功能 强光手电筒 微信 强震动 大屏三防手机
//item.jd.com/11378358411.html,【销量领先】4.7英寸屏|苹果经典款 苹果6s plus热销中~
//item.jd.com/6999009.html,【下单减100元】成交价1599！华为手机钜惠享不停！详情猛戳》》
//item.jd.com/4120319.html,【下单立减200元】到手价4299元！白条12期免息，358.25元/期！赠无线快充！Bixby智能人工助手！AKG调校！京东独家新品S轻奢惊喜上市>>
//item.jd.com/3893501.html,华为 HUAWEI nova 青春版 4GB+64GB 樱语粉 移动联通电信4G手机 双卡双待
//item.jd.com/6055054.html,下单立减150，成交价1449！限量赠耳机，赠完即止！荣耀爆品特惠，选品质，购荣耀~
//item.jd.com/4554941.html,光学变焦双摄，拍人更美，轻薄金属机身，骁龙八核处理器！小米8周年，618狂欢！
//item.jd.com/5148371.html,【优惠600元+限量领券减100元】成交价1499！华为手机钜惠享不停！详情猛戳》》
//item.jd.com/3889169.html,"【京东自营】21W+好评!国际大牌,低辐射,老年手机,超长待机,防尘防滑,凸起按键,高亮手电,支持收音机/MP3娱乐功能!新品首发>>"
//item.jd.com/4893361.html,新版130玩乐新生活，内置收音机、MP3播放器，增添后置摄像头，记录真实瞬间~猛戳享福利~
//item.jd.com/6577477.html,【下单立减300元】白条12期免息，483.25元/期！赠无线快充，960帧/秒凝时拍摄!京东独家新品S轻奢惊喜上市>>
//item.jd.com/7225112.html,【购机送原厂壳膜】6英寸全面屏/4000mAh大电池长续航/人脸解锁/更多热卖好货请点击！
//item.jd.com/11319339999.html,【原封国行正品】送全屏钢化膜+软胶套 加79元得无线充 2018新款iPad抢购
//item.jd.com/7367120.html,骁龙660/安卓8.1/人脸识别/5.99英寸全面屏/5030mAh大电池狂欢到底！爆品特惠高达700，详情请戳>>>
//item.jd.com/6748052.html,【支持移动联通4G网络】Apple产品年中狂欢月。iPhone X，你好未来。更多精彩速来 >>
//item.jd.com/5853579.html,下单立减200！领券再减120，成交价2479！限量赠耳机，赠完即止！麒麟970！全面屏！荣耀爆品特惠，选品质，购荣耀~
//item.jd.com/4586850.html,Apple产品年中狂欢月，好物尽享，美在智慧。更多精彩速来 >>
//item.jd.com/7419252.html,白条12期免息，274.92元/期！AI纯粹美拍+后置F1.7大光圈+虹膜识别+Bixby人工智能！京东独家新品S轻奢惊喜上市>>
//item.jd.com/6949475.html,高通骁龙845年度旗舰，AI超感光双摄，陶瓷机身！游戏手机小米Mix2更多优惠！
//item.jd.com/21759433312.html,2000万AI双摄，骁龙660 AIE处理器 热卖小米6X
//item.jd.com/25981777180.html,618返场R15（4+128）直降200原2699到手2499，3期免息送蓝牙音箱点此查看
//item.jd.com/28445462536.html,碎屏险套餐赠游戏遥杆/人脸识别/AI双摄/骁龙845/多功能NFC~小米8SE抢购中
//item.jd.com/11464031106.html,【苹果爆品】小巧玲珑|A7处理器|指纹识别|送壳膜礼包 爆款苹果6热卖中
//item.jd.com/12519089055.html,"【全新原封,未激活,正品国行,备用数据线仅加19元】iPhone 6S Plus热销中"
//item.jd.com/22687835391.html,全部现货【128g版送一年碎屏险+荣耀原装耳机+迷你风扇】麒麟970游戏手机 新品小米8
//item.jd.com/17135093923.html,【6800毫安】待机60天、充电宝功能   30天免费试用无理由退货、保修一年
//item.jd.com/10673893285.html,【限时低价秒杀 原封正品】下单送全屏钢化膜+保护壳+指环扣苹果7plus 低价开抢
//item.jd.com/3499302.html,【618返场期，19日18点-20日18点限量秒杀价1398】定义模块化手机，5.2mm机身/刀锋设计/骁龙820更多联想手机请戳！
//item.jd.com/6610412.html,6GB大内存/AI人脸识别/2000万前置摄像头！有颜值，更有AI！夏普18年好屏好色彩！
//item.jd.com/6001239.html,此商品将于2018-06-10 00点结束闪购特卖，华为手机专场
//item.jd.com/4689601.html,活动专享价4520！白条12期免息！376.67元/期！赠无线快充！Bixby智能人工助手！AKG调校！京东独家新品S轻奢惊喜上市>>
//item.jd.com/6532663.html,18:9全面屏，前后三蔡司认证摄像头，经典诺基亚专业拍照模式！猛戳享福利~
//item.jd.com/26961748196.html,【千元全面屏手机】5.99英寸屏|后置双摄|3000毫安大电板 V9play热销中~
//item.jd.com/3928423.html,5英寸屏幕/1GB＋8GB内存/2000mAh电池更多机型请点击
//item.jd.com/26915927072.html,【选8+256G 4188元起赠精美礼品】骁龙845/AI超感光双摄，陶瓷机身！
//item.jd.com/6737464.html,【下单减100元+限量领券减30元】成交价1369！华为手机钜惠享不停！详情猛戳》》
//item.jd.com/7651927.html,后置1200万AI双摄5.45” 高清全面屏，AI人脸解锁！小米8周年，618狂欢！
//item.jd.com/4510588.html,4100mAh超长续航，5”舒适单手握感，骁龙八核处理器！千元拍照水桶机，红米Note5点击查看！
//item.jd.com/5357340.html,旗舰无边框！8GB＋64GB大内存！2300万＋1200万变焦双摄！极速闪充！好机惠不停请点击
//item.jd.com/27141647261.html,国美系列智能老人机，2000mAh大电池，持久待机 特色手机 老人机 亲情号码 一键呼叫
//item.jd.com/6560154.html,【返场继续疯抢！】R15 4+128G版直降200，到手仅需2499，仅限19-20日；多款爆品直降，快来抢购！点击更多
//item.jd.com/5283377.html,游戏手机/无边框全面屏/前后双摄/四曲面玻璃！更多热卖机型请点击
//item.jd.com/7642087.html,【下单立减300元】白条12期免息，458.25元/期！赠无线快充，960帧/秒凝时拍摄!京东独家新品S轻奢惊喜上市>>
//item.jd.com/7224901.html,购买华为mateRS手机，即可领取限量亚特兰蒂斯皇家俱乐部礼遇！酒店详情请点击。
//item.jd.com/7437788.html,骁龙845处理器，红外人脸解锁，AI变焦双摄，AI语音助手！小米8周年，618狂欢！
//item.jd.com/5396295.html,蔡司摄像头，OZO音频技术~猛戳享福利~
//item.jd.com/5131291.html,选择【白条分期】12期支付，可免分期手续费，月供低至634元！非白条用户可点此激活
//item.jd.com/5911916.html,全面屏，4000mAh大电量，前置柔光自拍，骁龙八核处理器！小米8周年，618狂欢！
//item.jd.com/7621213.html,【6月26日10点再次抢购，预定订单25号陆续发货。白条6期免息】6.2英寸靓彩全面屏、6GB运存评价晒单赢好礼
//item.jd.com/27599234036.html,"【6.18“放价"" 限时领券减50元】 前后2000万！高通骁龙660 购魅蓝E3戳"
//item.jd.com/11250099460.html,【128G下单再即赠蓝牙耳机+移动电源+迷你风扇+壳膜】新品荣耀play
//item.jd.com/18247892587.html,【现货速发，京东配送 】红米5A轻巧手感，5‘’屏幕，高通骁龙处理器!全面屏红米5抢购中~
//item.jd.com/27153046083.html,【黑色全部版本和蓝色低配现货】下单赠“荣耀品牌耳机”等四重好礼【千元潮美旗舰→荣耀9i】
//item.jd.com/13329237827.html,小米8周年新款旗舰机~小米8！重磅来袭！！【骁龙845处理器，红外人脸解锁，AI变焦双摄】
//item.jd.com/25688362415.html,限时优惠持久续航 柔光自拍！荣耀7C双摄全面屏899元起！
https://ccc-x.jd.com/dsp/nc?ext=aHR0cHM6Ly9pdGVtLmpkLmNvbS82ODI4MzAzLmh0bWw&log=n9VtMd_MDuEc0H9JjoG5JbbcqqdIhg21xNpMvlsJBK16Ka7epp7LFjADFLngqeAc69KV6fFS4JGYPukXuplgM34flQKu2K0ioD4mpnGWgL0CAKOzJQSSiTtptpK_DnWUpouTF-gRsFgzIDdhCKYty193GdrAVGoegLoKAOrraKxYJOIMU3ktRFLBQHQ6E6FmUKNAgvQcoD8V1MEDd3xPr3sqZTIRPW3XiR9bJF1fJoS1YRxUbVQg5wAVRP-P9D4-_jUSru7TaGfqUYyPsbQGBjHsqrPmH-Onr_X7Z4v7NvXLBLQTGAThSMb2nGjfYa9-L2nXDYysDYhQQvtL4IuK1PZGA1bTfq81O_dSwlReOfdHD8ckIFTZY-NfD8wPAjzjeZPzuAADxK29fJd1x3xaH495SCMTSM9G7KRopwH7MY-Pqk0iZ4xhczKeHzEAnXvh&v=404,
https://ccc-x.jd.com/dsp/nc?ext=aHR0cHM6Ly9pdGVtLmpkLmNvbS8xNDgxMjk4NjU2OC5odG1s&log=n9VtMd_MDuEc0H9JjoG5JbbcqqdIhg21xNpMvlsJBK1u_A8Dvr583COvr1Mzom4NQRieWEiSKV5zSHOwQO_WAx9nvqmw-0PwkI6NlBzw_dU87GeF6FaZ3nc5kotMzblVUnPiDJFDnCU0cXvt9nPcRZa4hKd8Nwi1Mrsc4D56H-PqGFfV9ls9r4HJz2VhBXUv4UQJ49rDgKotikkMYLXMbd-kFuvqKJWevNivP9y0dLHLtgUwBb99inC4xPueSbHVbkZ-ionelgxvOZFkaU8KMPTjjFVdQpACeOq47Y64pbiJ445GG8kIR92eJ_O8l4DRng9xkDJ2AiWzCB_zgMtWSyBnE4lmG2zRpCxqD0n4QO3N1qxG4_Bl2Wffp9jbeUivjiQVHMv6wyD8_ovlgh-fs0eP9x25pCsedNTnXq7uTZkQ1dUqN_m9ZkBNg64Um5yNsDXG60xjJpo3A3uWTXY3qg&v=404,
https://ccc-x.jd.com/dsp/nc?ext=aHR0cDovL2l0ZW0uamQuY29tLzcwMjk1NjkuaHRtbA&log=n9VtMd_MDuEc0H9JjoG5JbbcqqdIhg21xNpMvlsJBK0y36CIWX23TLbehlEhgwbWeYNOewP_DP6w8hJNeOxM4k_F5rJJzLWoyflSROLXYo-uincY1jChnhWkOsNQMqEfCgE7y8dpFgr5NxznQTv3FG3SO1o5VNNOPm9vyxYnNHKouVG-_g42LdIHMAApw_lCyCzTrZBmgeZOYp4ZNDWwylI3nRVUxdMZ0fd_tQgKxEL1qUBxDKYEpjyIU6pN1l9D0V6lU9qOpa4VWkRKrVewK40ZSyucw7K4MBHVwOfvc2BhhbIm9t3P1D6ygjODBYUMGm_6U-yk-xbl-eRQStkLnT-bEjoJIbTOCOWCgEiG7enS02dKivs8YTyXVrmr2gl2oaQ2Zya5E7V2-5vyqCvzfaeKzMaxkShwDFGe5yBQb5NRmko8ogC7-Lugjvt1FINgXC0PpR93hwQMuMQR-ef_KQ&v=404,
https://ccc-x.jd.com/dsp/nc?ext=aHR0cHM6Ly9pdGVtLmpkLmNvbS81OTA2Mzg1Lmh0bWw&log=n9VtMd_MDuEc0H9JjoG5JbbcqqdIhg21xNpMvlsJBK3B_LihKIociESsJ5U0ogGlynjBJuLlDByurW5L1FllNMlA0LRxGAo6Phu2weXqNI0FZwxOQPcNnTTOJEJ4uE8qjTfGHhESZbCcn7EcM8QPNijNURooaW3Q3DpL8AnLVBLmwjcSIbiTNL1w1NmJj63nHV5gxTrCZ8_d5d0DcR7ORRgv1McDb5ct4bsUhOCb3VM31B-yqPH9KjCXtS_2yDjtZ6OedGyqx2sNiUhYDUHm2Blz8SQYh_NMupy9miFCQvKp1iKNm-Sy8ge70cf8VT8lAbFRCTr2grceKSsq003es-4jhegaHpITA2MruLdlhlJOzBei_P2hSSRbrEL9bOGa1VWdCz4kMbczYPpT7P_DA-mZ6nE_-RWXr9HLFWOFBptYlnmfSVVef7ApOISDL4CF&v=404,
//item.jd.com/6389385.html,【返场继续疯抢！】R15 4+128G版直降200，到手仅需2499，仅限19-20日；多款爆品直降，快来抢购！点击更多
//item.jd.com/2600242.html,骁龙芯片！3GB运行内存！索尼1300万摄像头！华为新品全面上线，更多优惠猛戳》》
//item.jd.com/11718064762.html,6.18日前100名下单赢免单机会 吴京代言 军工品质防水防摔  10天超长待机 备用机
//item.jd.com/27865526962.html,分期免息京仓就近发货◆再送:运动智能手环+限时加送高保真蓝牙耳机+原装全套配件◆R15热卖
//item.jd.com/22124510422.html,千元18：9全面屏，4000mAh大电量，14nm骁龙八核处理器，更有新品红米5上市
//item.jd.com/1653525032.html,特色手机【货到付款】学生手机备用功能机 支持4G卡 通话质量好 声音大 耐用电池 强信号
https://ccc-x.jd.com/dsp/nc?ext=aHR0cHM6Ly9pdGVtLmpkLmNvbS8yNjg0NTM5OTc0MC5odG1s&log=110fSJkty1F7lDU9MFHUO_2WZA-MYD2Q0IuxFBpOAzCJ4xfeS3_-8VA_ZC9cbZmLdWFU92sP0S_aB2JCtvxKbUWzTQg46mXUmyRg5Ywh_EPruwTuviddCo7Wp5Z9uQPTylCdHXMXkGPX4BCIqu5H656OY5wgnGjiYTXr5TrGmyiEJ3WnjfvvuRhCodP4hniQLc6t_erYGceQT_bYJIr5mxWOK2FdUUochGJiQoWK0fd1HTfynaOEUlpmhVVEvo9-l682qswfCdXMtrOtA9_t2Bz92ceXROPfzWTJdHw8VYtlqTFbt4qt71ng-tQrqBPHUoplrkb4-6BihwuZxtMmSLsbs2zX8BLzHMaOhASHFncQZr_dQQunkSEa1GPW6aC_9MtjmvIF0h_3hOcQ0_zaag4FT-KebjFn23bZufX7JPxQS-zX7spzyrLv1f9A1qgh&v=404,
https://ccc-x.jd.com/dsp/nc?ext=aHR0cHM6Ly9pdGVtLmpkLmNvbS8yNjI4NDQ2NTY3OS5odG1s&log=110fSJkty1F7lDU9MFHUO_2WZA-MYD2Q0IuxFBpOAzA74Rngr9VthRnyxOCSEH688OumlcuB96pfa-R9s7Me7TaYJK83QuOmzeKjmWif_VQ7warJL9J6gIGUTlM-xJb7aofIixM0slF5z24bmyVOn6K1h80Rj5W5ep4Fb570IkpAhWRM-26TNbYUweDMeM3KLpwwArXs1GPMlo_WYXdn4eAQbMQw3DZTZrlaVDr62eZGSKCW37RJSBGNZAAOMolZ27aszmq272GXkVRhY0EKtWvq5vU2N_NKkbROh66Hud6tMjqoukorsr3NeGCrIH3NyOHhb0pH-NDnOMmNMCU34kQMWnywSV3Cf1tk_5IULt1zOS2cHgl_qJ2GgDg7sapKhfTExkVlunC9xNCV-ee-O4EBZRlGYE7_LWxvjK3NvbE2azYReUYQ4vQhMDibPaAX&v=404,
https://ccc-x.jd.com/dsp/nc?ext=aHR0cHM6Ly9pdGVtLmpkLmNvbS8yNDM2MTkxMTg0OS5odG1s&log=110fSJkty1F7lDU9MFHUO_2WZA-MYD2Q0IuxFBpOAzCJqzbrrGyZ28xO171J_Y2Zz_THyGJeU2cOSXxtB2vVr4zv1APrHI4xmZmwH9ZT4Xf6XKEbb4sIkmsfB3BezjLd2zCIIN9WAKgPjkx0DKinuSXd44o0uuMc2LEiQh2FSjbW3Man5Hv9QNll4hz-G3SMHpZIUXVCL-yJiQ8_CcIlGMgqkZ2vD4-MDx_3-8Xe10lfqqeSLqPS3DalNXOz3mLYSiSntYyBHR5L-AGHjswxECzokMtf1aDKN7MIg0D97D-555zfXREc2kE0tP6XRyXo-lpZndBUoAjkSiU5zIlQ-MTy0sZV9Cfo_bd8KPADcJMeYRHjUtvn_yZv6_aPjquhmWrV7HpwmwG2lI9F91uSjPXllF8OrIdZueM2e5ZFMRcRCI9xxIRt1sxcTbxroZ3t&v=404,
https://ccc-x.jd.com/dsp/nc?ext=aHR0cHM6Ly9pdGVtLmpkLmNvbS8yNjM4ODA5NDEyMC5odG1s&log=110fSJkty1F7lDU9MFHUO_2WZA-MYD2Q0IuxFBpOAzAgD5kC3XFRskCKRAWwYnr-STML2HOCPwzD5dLq8IcleSjl4WQ4uQv2JkYiM5kgGhq6karMnivtr0Anmppp85Z3jBZ-O3WY5fJTFe3c6dXzal0N_SwH2lZOeqib8B-zqaWTH62xVqplx7kGkoY4orMZNGypriiffCy9cbbFcQWVrJDvjMTX_KI6JmhXDUjTIVnNkBLPf78J0bf9REMBwzjMp_dtHB7qhCkWkTmTkgMVaoxxjXa6srEwo9NJbS0smyxMhiPxNYqLQVTN1rFo87eZOD4MwXxUUnjB7WO0zlga9OwRt5L6PnnTAHMR4xW1f2ZbspWIykrWkUzPv3RpkzoWOattFslSr7ND-iX2tEnZHGq__aGYsMQYqIUeSIQzyTVe_Li4Bk7JkjbFmPIpYC4BmcF8yESdOV35hag3O0X0LQ&v=404,
https://ccc-x.jd.com/dsp/nc?ext=aHR0cHM6Ly9pdGVtLmpkLmNvbS8xNDgxMjk4NjU2OC5odG1s&log=110fSJkty1F7lDU9MFHUO_2WZA-MYD2Q0IuxFBpOAzAy4yd7a6cpjeSma8BjOMbOC5_CHiH74bzPSlcQ8iqtqgUEWRGgP9BpEmoyfnoqTBCODc_YgijVPdqihB3Hnsj3Ju1LdKdhgwa0kbZ8mCf6ASG3REXai33LE8q-YkrfDZ7CCT9VrgkBNjM9xiN0LNbF6ILBp_ZpdpJQRQyneA0Ng8NAbrPUhBQUymuWqDDKgtefUDbEwz-64fnCrMWcfYT-BLAL68kHT-JzqSzHimEIqhXWvojIAZPCceee4v9HJEPOG6FfitD-G3pWdAD2MmX8mUUPUnqVNdcy4tRtcO2m03dJcStKkvk_ajkLE8pNBNREysmJHyqf5rE7AoJcDAo9V2jB2RP-Bx7qdm8I17OUrRpZ2CGUVGU3W_SgjH7bSAXTbeJ-fdvqw06yP1S31h7gX1AtX8lvNdnkx_MR8rvAIg&v=404,
https://ccc-x.jd.com/dsp/nc?ext=aHR0cHM6Ly9pdGVtLmpkLmNvbS8yODAzNzY0ODEwMS5odG1s&log=110fSJkty1F7lDU9MFHUO_2WZA-MYD2Q0IuxFBpOAzD0puSa9fbD-1MNSyxQsSD8-iHl2DLulRNvBis8T2En_XaQxpXtqW9qAahDoNsGn00ruq-c1QUah7Jyp7Iy_Eiqom-O2BNXKFGKcNH9HL59j-q65LmhzsZOA6KfQX1c23cATg4TSgP1Q08A_NO70Lgof1mdqE3FA3r4enAk6bQV_fOWW02XM2VxFxrTmhveBiOXuOHNsLkHw27FnxM4-feXml65jR5nfmjI6eeLXO07daqW82pvivR92uehAuLopB-5uqm2J1Nm_smrqxzYx-dcyNiejS3DEtlVHOlZWx82trlFm_PQegVUmO7K2qHXlkZmG2wRYnpfoV_DY-haNG12GtXFNyyzdLMjkZRUqxj84UGpAsQdzNZQdFyITWGdlYhcTupD15nBobkhiWa4AZGZeALzGK1_di3ZVw_t4tryCw&v=404,
https://ccc-x.jd.com/dsp/nc?ext=aHR0cHM6Ly9pdGVtLmpkLmNvbS8yNTU4NjE1NzQ4OS5odG1s&log=110fSJkty1F7lDU9MFHUO_2WZA-MYD2Q0IuxFBpOAzAoSHIYlHhsD4vuCN3Jl7l_3l0Zhdk79nojeVx6qDmw8OmtHk3Yltbv4T5otngT-w2C0G79HYyrNEUrgyy8nuLpTFQIrqolUxH1tz1XDZdjR7VVeX19po86Vur7IJTT4G7DYMsO70oM8y1Psx8IwHIB7rg8x-iYKo2rhWz_Zuf4A9Ci3uz_FXNGP8bnFmWz_TRw_OyUhn3t87Te03Wsl0o4x5oooAu2B504sAv6jGo-7wVd_aybBsx4JraGqO-i9hnr8sW5gPqO3s8_gfF1k0sDxkUipIicxbF86NRmBoCzIpisNaq92BZcBEJP2Dik1iQuMjnqEyrOsaBAmeUeZ7jG8iepsYcF4e4MYy7zoUs9wrvMIny-Efk0VVnJvtyx8JTsDga8XeAorxznAGm1eS5_lDpZSR4jGXItO90sZHd8hQ&v=404,
//item.jd.com/5911960.html,高通骁龙处理器，后置12MP旗舰相机，前置柔光自拍，5.7”全面屏！小米8周年，618狂欢！
//item.jd.com/7320808.html,vivo X21i  全面屏 双摄美颜拍照手机 6GB+64GB 极夜黑  移动联通电信全网通4G手机 双卡双待
//item.jd.com/7130274.html,【返场继续疯抢！】R15 4+128G版直降200，到手仅需2499，仅限19-20日；多款爆品直降，快来抢购！点击更多
//item.jd.com/7270549.html,【下单立减300元】白条12期免息，558.25元/期！赠无线快充，960帧/秒凝时拍摄!京东独家新品S轻奢惊喜上市>>
//item.jd.com/5425721.html,【返场继续疯抢！】R15 4+128G版直降200，到手仅需2499，仅限19-20日；多款爆品直降，快来抢购！点击更多
//item.jd.com/7635543.html,限量领券立减60元，成交价739！华为手机钜惠享不停！详情猛戳》》
